id,year,round,date,time,racestarttime,grandPrixId,officialName,qualifyingFormat,sprintQualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,scheduledLaps,scheduledDistance,driversChampionshipDecider,constructorsChampionshipDecider,preQualifyingDate,preQualifyingTime,freePractice1Date,freePractice1Time,freePractice2Date,freePractice2Time,freePractice3Date,freePractice3Time,freePractice4Date,freePractice4Time,qualifying1Date,qualifying1Time,qualifying2Date,qualifying2Time,qualifyingDate,qualifyingTime,sprintQualifyingDate,sprintQualifyingTime,sprintRaceDate,sprintRaceTime,warmingUpDate,warmingUpTime
947,2016,12,7/31/2016,12:00:00,7/31/2016 12:00,germany,Formula 1 Grosser Preis von Deutschland 2016,KNOCKOUT,,hockenheimring,RACE,CLOCKWISE,4.574,17,67,306.458,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
948,2016,13,8/28/2016,12:00:00,8/28/2016 12:00,belgium,2016 Formula 1 Belgian Grand Prix,KNOCKOUT,,spa-francorchamps,RACE,CLOCKWISE,7.004,19,44,308.052,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
949,2016,14,9/4/2016,12:00:00,9/4/2016 12:00,italy,Formula 1 Gran Premio Heineken d'Italia 2016,KNOCKOUT,,monza,RACE,CLOCKWISE,5.793,11,53,306.72,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
950,2016,15,9/18/2016,12:00:00,9/18/2016 12:00,singapore,2016 Formula 1 Singapore Airlines Singapore Grand Prix,KNOCKOUT,,marina-bay,STREET,ANTI_CLOCKWISE,5.065,23,61,308.828,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
951,2016,16,10/2/2016,7:00:00,10/2/2016 7:00,malaysia,2016 Formula 1 Petronas Malaysia Grand Prix,KNOCKOUT,,sepang,RACE,CLOCKWISE,5.543,15,56,310.408,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
952,2016,17,10/9/2016,5:00:00,10/9/2016 5:00,japan,2016 Formula 1 Emirates Japanese Grand Prix,KNOCKOUT,,suzuka,RACE,CLOCKWISE,5.807,18,53,307.471,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,
953,2016,18,10/23/2016,19:00:00,10/23/2016 19:00,united-states,2016 Formula 1 United States Grand Prix,KNOCKOUT,,austin,RACE,ANTI_CLOCKWISE,5.513,20,56,308.405,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
954,2016,19,10/30/2016,19:00:00,10/30/2016 19:00,mexico,Formula 1 Gran Premio de México 2016,KNOCKOUT,,mexico-city,RACE,CLOCKWISE,4.304,17,71,305.354,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
955,2016,20,11/13/2016,16:00:00,11/13/2016 16:00,brazil,Formula 1 Grande Prêmio do Brasil 2016,KNOCKOUT,,interlagos,RACE,ANTI_CLOCKWISE,4.309,15,71,305.909,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
956,2016,21,11/27/2016,13:00:00,11/27/2016 13:00,abu-dhabi,2016 Formula 1 Etihad Airways Abu Dhabi Grand Prix,KNOCKOUT,,yas-marina,RACE,ANTI_CLOCKWISE,5.554,21,55,305.355,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,
957,2017,1,3/26/2017,5:00:00,3/26/2017 5:00,australia,2017 Formula 1 Rolex Australian Grand Prix,KNOCKOUT,,melbourne,STREET,CLOCKWISE,5.303,16,57,302.271,58,307.574,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
958,2017,2,4/9/2017,6:00:00,4/9/2017 6:00,china,2017 Formula 1 Heineken Chinese Grand Prix,KNOCKOUT,,shanghai,RACE,CLOCKWISE,5.451,16,56,305.066,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
959,2017,3,4/16/2017,15:00:00,4/16/2017 15:00,bahrain,2017 Formula 1 Gulf Air Bahrain Grand Prix,KNOCKOUT,,bahrain,RACE,CLOCKWISE,5.412,15,57,308.238,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
960,2017,4,4/30/2017,12:00:00,4/30/2017 12:00,russia,2017 Formula 1 VTB Russian Grand Prix,KNOCKOUT,,sochi,ROAD,CLOCKWISE,5.848,18,52,303.897,53,309.745,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
961,2017,5,5/14/2017,12:00:00,5/14/2017 12:00,spain,Formula 1 Gran Premio de España Pirelli 2017,KNOCKOUT,,catalunya,RACE,CLOCKWISE,4.655,16,66,307.104,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
962,2017,6,5/28/2017,12:00:00,5/28/2017 12:00,monaco,Formula 1 Grand Prix de Monaco 2017,KNOCKOUT,,monaco,STREET,CLOCKWISE,3.337,19,78,260.286,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
963,2017,7,6/11/2017,18:00:00,6/11/2017 18:00,canada,Formula 1 Grand Prix du Canada 2017,KNOCKOUT,,montreal,STREET,CLOCKWISE,4.361,14,70,305.27,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
964,2017,8,6/25/2017,13:00:00,6/25/2017 13:00,azerbaijan,Formula 1 FlyEmirates Azerbaijan Grand Prix 2017,KNOCKOUT,,baku,STREET,ANTI_CLOCKWISE,6.003,20,51,306.049,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
965,2017,9,7/9/2017,12:00:00,7/9/2017 12:00,austria,Formula 1 FlyEmirates Grosser Preis von Österreich 2017,KNOCKOUT,,spielberg,RACE,CLOCKWISE,4.318,10,71,306.452,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
966,2017,10,7/16/2017,12:00:00,7/16/2017 12:00,great-britain,2017 Formula 1 Rolex British Grand Prix,KNOCKOUT,,silverstone,RACE,CLOCKWISE,5.891,18,51,300.307,52,306.198,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
967,2017,11,7/30/2017,12:00:00,7/30/2017 12:00,hungary,Formula 1 Pirelli Magyar Nagydíj 2017,KNOCKOUT,,hungaroring,RACE,CLOCKWISE,4.381,14,70,306.63,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
968,2017,12,8/27/2017,12:00:00,8/27/2017 12:00,belgium,2017 Formula 1 Pirelli Belgian Grand Prix,KNOCKOUT,,spa-francorchamps,RACE,CLOCKWISE,7.004,19,44,308.052,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
969,2017,13,9/3/2017,12:00:00,9/3/2017 12:00,italy,Formula 1 Gran Premio Heineken d'Italia 2017,KNOCKOUT,,monza,RACE,CLOCKWISE,5.793,11,53,306.72,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
970,2017,14,9/17/2017,12:00:00,9/17/2017 12:00,singapore,2017 Formula 1 Singapore Airlines Singapore Grand Prix,KNOCKOUT,,marina-bay,STREET,ANTI_CLOCKWISE,5.065,23,58,293.633,61,308.828,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
971,2017,15,10/1/2017,7:00:00,10/1/2017 7:00,malaysia,2017 Formula 1 Petronas Malaysia Grand Prix,KNOCKOUT,,sepang,RACE,CLOCKWISE,5.543,15,56,310.408,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
972,2017,16,10/8/2017,5:00:00,10/8/2017 5:00,japan,2017 Formula 1 Japanese Grand Prix,KNOCKOUT,,suzuka,RACE,CLOCKWISE,5.807,18,53,307.471,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
973,2017,17,10/22/2017,19:00:00,10/22/2017 19:00,united-states,2017 Formula 1 United States Grand Prix,KNOCKOUT,,austin,RACE,ANTI_CLOCKWISE,5.513,20,56,308.405,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,
974,2017,18,10/29/2017,19:00:00,10/29/2017 19:00,mexico,Formula 1 Gran Premio de México 2017,KNOCKOUT,,mexico-city,RACE,CLOCKWISE,4.304,17,71,305.354,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,
975,2017,19,11/12/2017,16:00:00,11/12/2017 16:00,brazil,Formula 1 Grande Prêmio Heineken do Brasil 2017,KNOCKOUT,,interlagos,RACE,ANTI_CLOCKWISE,4.309,15,71,305.909,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
976,2017,20,11/26/2017,13:00:00,11/26/2017 13:00,abu-dhabi,2017 Formula 1 Etihad Airways Abu Dhabi Grand Prix,KNOCKOUT,,yas-marina,RACE,ANTI_CLOCKWISE,5.554,21,55,305.355,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
977,2018,1,3/25/2018,5:10:00,3/25/2018 5:10,australia,Formula 1 2018 Rolex Australian Grand Prix,KNOCKOUT,,melbourne,STREET,CLOCKWISE,5.303,16,58,307.574,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
978,2018,2,4/8/2018,15:10:00,4/8/2018 15:10,bahrain,Formula 1 2018 Gulf Air Bahrain Grand Prix,KNOCKOUT,,bahrain,RACE,CLOCKWISE,5.412,15,57,308.238,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
979,2018,3,4/15/2018,6:10:00,4/15/2018 6:10,china,Formula 1 2018 Heineken Chinese Grand Prix,KNOCKOUT,,shanghai,RACE,CLOCKWISE,5.451,16,56,305.066,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
980,2018,4,4/29/2018,12:10:00,4/29/2018 12:10,azerbaijan,Formula 1 2018 Rolex Azerbaijan Grand Prix,KNOCKOUT,,baku,STREET,ANTI_CLOCKWISE,6.003,20,51,306.049,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
981,2018,5,5/13/2018,13:10:00,5/13/2018 13:10,spain,Formula 1 Gran Premio de España Emirates 2018,KNOCKOUT,,catalunya,RACE,CLOCKWISE,4.655,16,66,307.104,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
982,2018,6,5/27/2018,13:10:00,5/27/2018 13:10,monaco,Formula 1 Grand Prix de Monaco 2018,KNOCKOUT,,monaco,STREET,CLOCKWISE,3.337,19,78,260.286,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
983,2018,7,6/10/2018,18:10:00,6/10/2018 18:10,canada,Formula 1 Grand Prix Heineken du Canada 2018,KNOCKOUT,,montreal,STREET,CLOCKWISE,4.361,14,68,296.548,70,305.27,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
984,2018,8,6/24/2018,14:10:00,6/24/2018 14:10,france,Formula 1 Pirelli Grand Prix de France 2018,KNOCKOUT,,paul-ricard,RACE,CLOCKWISE,5.842,15,53,309.69,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
985,2018,9,7/1/2018,13:10:00,7/1/2018 13:10,austria,Formula 1 Eyetime Grosser Preis von Österreich 2018,KNOCKOUT,,spielberg,RACE,CLOCKWISE,4.318,10,71,306.452,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
986,2018,10,7/8/2018,13:10:00,7/8/2018 13:10,great-britain,Formula 1 2018 Rolex British Grand Prix,KNOCKOUT,,silverstone,RACE,CLOCKWISE,5.891,18,52,306.198,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
987,2018,11,7/22/2018,13:10:00,7/22/2018 13:10,germany,Formula 1 Emirates Grosser Preis von Deutschland 2018,KNOCKOUT,,hockenheimring,RACE,CLOCKWISE,4.574,17,67,306.458,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
988,2018,12,7/29/2018,13:10:00,7/29/2018 13:10,hungary,Formula 1 Rolex Magyar Nagydíj 2018,KNOCKOUT,,hungaroring,RACE,CLOCKWISE,4.381,14,70,306.63,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
989,2018,13,8/26/2018,13:10:00,8/26/2018 13:10,belgium,Formula 1 2018 Johnnie Walker Belgian Grand Prix,KNOCKOUT,,spa-francorchamps,RACE,CLOCKWISE,7.004,19,44,308.052,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
990,2018,14,9/2/2018,13:10:00,9/2/2018 13:10,italy,Formula 1 Gran Premio Heineken d'Italia 2018,KNOCKOUT,,monza,RACE,CLOCKWISE,5.793,11,53,306.72,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
991,2018,15,9/16/2018,12:10:00,9/16/2018 12:10,singapore,Formula 1 2018 Singapore Airlines Singapore Grand Prix,KNOCKOUT,,marina-bay,STREET,ANTI_CLOCKWISE,5.063,23,61,308.706,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
992,2018,16,9/30/2018,11:10:00,9/30/2018 11:10,russia,Formula 1 2018 VTB Russian Grand Prix,KNOCKOUT,,sochi,ROAD,CLOCKWISE,5.848,18,53,309.745,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
993,2018,17,10/7/2018,5:10:00,10/7/2018 5:10,japan,Formula 1 2018 Honda Japanese Grand Prix,KNOCKOUT,,suzuka,RACE,CLOCKWISE,5.807,18,53,307.471,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
994,2018,18,10/21/2018,18:10:00,10/21/2018 18:10,united-states,Formula 1 Pirelli 2018 United States Grand Prix,KNOCKOUT,,austin,RACE,ANTI_CLOCKWISE,5.513,20,56,308.405,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
995,2018,19,10/28/2018,19:10:00,10/28/2018 19:10,mexico,Formula 1 Gran Premio de México 2018,KNOCKOUT,,mexico-city,RACE,CLOCKWISE,4.304,17,71,305.354,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,
996,2018,20,11/11/2018,17:10:00,11/11/2018 17:10,brazil,Formula 1 Grande Prêmio Heineken do Brasil 2018,KNOCKOUT,,interlagos,RACE,ANTI_CLOCKWISE,4.309,15,71,305.909,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,
997,2018,21,11/25/2018,13:10:00,11/25/2018 13:10,abu-dhabi,Formula 1 2018 Etihad Airways Abu Dhabi Grand Prix,KNOCKOUT,,yas-marina,RACE,ANTI_CLOCKWISE,5.554,21,55,305.355,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
998,2019,1,3/17/2019,5:10:00,3/17/2019 5:10,australia,Formula 1 Rolex Australian Grand Prix 2019,KNOCKOUT,,melbourne,STREET,CLOCKWISE,5.303,16,58,307.574,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
999,2019,2,3/31/2019,15:10:00,3/31/2019 15:10,bahrain,Formula 1 Gulf Air Bahrain Grand Prix 2019,KNOCKOUT,,bahrain,RACE,CLOCKWISE,5.412,15,57,308.238,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1000,2019,3,4/14/2019,6:10:00,4/14/2019 6:10,china,Formula 1 Heineken Chinese Grand Prix 2019,KNOCKOUT,,shanghai,RACE,CLOCKWISE,5.451,16,56,305.066,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1001,2019,4,4/28/2019,12:10:00,4/28/2019 12:10,azerbaijan,Formula 1 SOCAR Azerbaijan Grand Prix 2019,KNOCKOUT,,baku,STREET,ANTI_CLOCKWISE,6.003,20,51,306.049,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1002,2019,5,5/12/2019,13:10:00,5/12/2019 13:10,spain,Formula 1 Emirates Gran Premio de España 2019,KNOCKOUT,,catalunya,RACE,CLOCKWISE,4.655,16,66,307.104,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1003,2019,6,5/26/2019,13:10:00,5/26/2019 13:10,monaco,Formula 1 Grand Prix de Monaco 2019,KNOCKOUT,,monaco,STREET,CLOCKWISE,3.337,19,78,260.286,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1004,2019,7,6/9/2019,18:10:00,6/9/2019 18:10,canada,Formula 1 Pirelli Grand Prix du Canada 2019,KNOCKOUT,,montreal,STREET,CLOCKWISE,4.361,14,70,305.27,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1005,2019,8,6/23/2019,13:10:00,6/23/2019 13:10,france,Formula 1 Pirelli Grand Prix de France 2019,KNOCKOUT,,paul-ricard,RACE,CLOCKWISE,5.842,15,53,309.69,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1006,2019,9,6/30/2019,13:10:00,6/30/2019 13:10,austria,Formula 1 myWorld Grosser Preis von Österreich 2019,KNOCKOUT,,spielberg,RACE,CLOCKWISE,4.318,10,71,306.452,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1007,2019,10,7/14/2019,13:10:00,7/14/2019 13:10,great-britain,Formula 1 Rolex British Grand Prix 2019,KNOCKOUT,,silverstone,RACE,CLOCKWISE,5.891,18,52,306.198,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1008,2019,11,7/28/2019,13:10:00,7/28/2019 13:10,germany,Formula 1 Mercedes-Benz Grosser Preis von Deutschland 2019,KNOCKOUT,,hockenheimring,RACE,CLOCKWISE,4.574,17,64,292.736,67,306.458,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1009,2019,12,8/4/2019,13:10:00,8/4/2019 13:10,hungary,Formula 1 Rolex Magyar Nagydíj 2019,KNOCKOUT,,hungaroring,RACE,CLOCKWISE,4.381,14,70,306.63,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1010,2019,13,9/1/2019,13:10:00,9/1/2019 13:10,belgium,Formula 1 Johnnie Walker Belgian Grand Prix 2019,KNOCKOUT,,spa-francorchamps,RACE,CLOCKWISE,7.004,19,44,308.052,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1011,2019,14,9/8/2019,13:10:00,9/8/2019 13:10,italy,Formula 1 Gran Premio Heineken d'Italia 2019,KNOCKOUT,,monza,RACE,CLOCKWISE,5.793,11,53,306.72,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1012,2019,15,9/22/2019,12:10:00,9/22/2019 12:10,singapore,Formula 1 Singapore Airlines Singapore Grand Prix 2019,KNOCKOUT,,marina-bay,STREET,ANTI_CLOCKWISE,5.063,23,61,308.706,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1013,2019,16,9/29/2019,11:10:00,9/29/2019 11:10,russia,Formula 1 VTB Russian Grand Prix 2019,KNOCKOUT,,sochi,ROAD,CLOCKWISE,5.848,18,53,309.745,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1014,2019,17,10/13/2019,5:10:00,10/13/2019 5:10,japan,Formula 1 Japanese Grand Prix 2019,KNOCKOUT,,suzuka,RACE,CLOCKWISE,5.807,18,52,301.664,53,307.471,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,
1015,2019,18,10/27/2019,19:10:00,10/27/2019 19:10,mexico,Formula 1 Gran Premio de México 2019,KNOCKOUT,,mexico-city,RACE,CLOCKWISE,4.304,17,71,305.354,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1016,2019,19,11/3/2019,19:10:00,11/3/2019 19:10,united-states,Formula 1 Emirates United States Grand Prix 2019,KNOCKOUT,,austin,RACE,ANTI_CLOCKWISE,5.513,20,56,308.405,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1017,2019,20,11/17/2019,17:10:00,11/17/2019 17:10,brazil,Formula 1 Heineken Grande Prêmio do Brasil 2019,KNOCKOUT,,interlagos,RACE,ANTI_CLOCKWISE,4.309,15,71,305.909,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1018,2019,21,12/1/2019,13:10:00,12/1/2019 13:10,abu-dhabi,Formula 1 Etihad Airways Abu Dhabi Grand Prix 2019,KNOCKOUT,,yas-marina,RACE,ANTI_CLOCKWISE,5.554,21,55,305.355,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1019,2020,1,7/5/2020,13:10:00,7/5/2020 13:10,austria,Formula 1 Rolex Grosser Preis von Österreich 2020,KNOCKOUT,,spielberg,RACE,CLOCKWISE,4.318,10,71,306.452,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1020,2020,2,7/12/2020,13:10:00,7/12/2020 13:10,styria,Formula 1 Pirelli Grosser Preis der Steiermark 2020,KNOCKOUT,,spielberg,RACE,CLOCKWISE,4.318,10,71,306.452,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1021,2020,3,7/19/2020,13:10:00,7/19/2020 13:10,hungary,Formula 1 Aramco Magyar Nagydíj 2020,KNOCKOUT,,hungaroring,RACE,CLOCKWISE,4.381,14,70,306.63,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1022,2020,4,8/2/2020,13:10:00,8/2/2020 13:10,great-britain,Formula 1 Pirelli British Grand Prix 2020,KNOCKOUT,,silverstone,RACE,CLOCKWISE,5.891,18,52,306.198,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1023,2020,5,8/9/2020,13:10:00,8/9/2020 13:10,70th-anniversary,Emirates Formula 1 70th Anniversary Grand Prix 2020,KNOCKOUT,,silverstone,RACE,CLOCKWISE,5.891,18,52,306.198,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1024,2020,6,8/16/2020,13:10:00,8/16/2020 13:10,spain,Formula 1 Aramco Gran Premio de España 2020,KNOCKOUT,,catalunya,RACE,CLOCKWISE,4.655,16,66,307.104,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1025,2020,7,8/30/2020,13:10:00,8/30/2020 13:10,belgium,Formula 1 Rolex Belgian Grand Prix 2020,KNOCKOUT,,spa-francorchamps,RACE,CLOCKWISE,7.004,19,44,308.052,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1026,2020,8,9/6/2020,13:10:00,9/6/2020 13:10,italy,Formula 1 Gran Premio Heineken d'Italia 2020,KNOCKOUT,,monza,RACE,CLOCKWISE,5.793,11,53,306.72,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1027,2020,9,9/13/2020,13:10:00,9/13/2020 13:10,tuscany,Formula 1 Gran Premio Della Toscana Ferrari 1000 2020,KNOCKOUT,,mugello,RACE,CLOCKWISE,5.245,15,59,309.455,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1028,2020,10,9/27/2020,11:10:00,9/27/2020 11:10,russia,Formula 1 VTB Russian Grand Prix 2020,KNOCKOUT,,sochi,ROAD,CLOCKWISE,5.848,18,53,309.745,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1029,2020,11,10/11/2020,13:10:00,10/11/2020 13:10,eifel,Formula 1 Aramco Grosser Preis der Eifel 2020,KNOCKOUT,,nurburgring,RACE,CLOCKWISE,5.148,15,60,308.623,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1030,2020,12,10/25/2020,12:10:00,10/25/2020 12:10,portugal,Formula 1 Heineken Grande Prémio de Portugal 2020,KNOCKOUT,,portimao,RACE,CLOCKWISE,4.653,15,66,306.826,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1031,2020,13,11/1/2020,12:10:00,11/1/2020 12:10,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,KNOCKOUT,,imola,RACE,ANTI_CLOCKWISE,4.909,19,63,309.05,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,
1032,2020,14,11/15/2020,10:10:00,11/15/2020 10:10,turkey,Formula 1 DHL Turkish Grand Prix 2020,KNOCKOUT,,istanbul,RACE,ANTI_CLOCKWISE,5.338,14,58,309.396,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1033,2020,15,11/29/2020,14:10:00,11/29/2020 14:10,bahrain,Formula 1 Gulf Air Bahrain Grand Prix 2020,KNOCKOUT,,bahrain,RACE,CLOCKWISE,5.412,15,57,308.238,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1034,2020,16,12/6/2020,17:10:00,12/6/2020 17:10,sakhir,Formula 1 Rolex Sakhir Grand Prix 2020,KNOCKOUT,,bahrain,RACE,CLOCKWISE,3.543,11,87,307.995,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1035,2020,17,12/13/2020,13:10:00,12/13/2020 13:10,abu-dhabi,Formula 1 Etihad Airways Abu Dhabi Grand Prix 2020,KNOCKOUT,,yas-marina,RACE,ANTI_CLOCKWISE,5.554,21,55,305.355,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1036,2021,1,3/28/2021,15:00:00,3/28/2021 15:00,bahrain,Formula 1 Gulf Air Bahrain Grand Prix 2021,KNOCKOUT,,bahrain,RACE,CLOCKWISE,5.412,15,57,308.238,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1037,2021,2,4/18/2021,13:00:00,4/18/2021 13:00,emilia-romagna,Formula 1 Pirelli Gran Premio del Made in Italy e dell'Emilia Romagna 2021,KNOCKOUT,,imola,RACE,ANTI_CLOCKWISE,4.909,19,63,309.05,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1038,2021,3,5/2/2021,14:00:00,5/2/2021 14:00,portugal,Formula 1 Heineken Grande Prémio de Portugal 2021,KNOCKOUT,,portimao,RACE,CLOCKWISE,4.653,15,66,306.826,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1039,2021,4,5/9/2021,13:00:00,5/9/2021 13:00,spain,Formula 1 Aramco Gran Premio de España 2021,KNOCKOUT,,catalunya,RACE,CLOCKWISE,4.675,16,66,308.424,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1040,2021,5,5/23/2021,13:00:00,5/23/2021 13:00,monaco,Formula 1 Grand Prix de Monaco 2021,KNOCKOUT,,monaco,STREET,CLOCKWISE,3.337,19,78,260.286,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1041,2021,6,6/6/2021,12:00:00,6/6/2021 12:00,azerbaijan,Formula 1 Azerbaijan Grand Prix 2021,KNOCKOUT,,baku,STREET,ANTI_CLOCKWISE,6.003,20,51,306.049,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1042,2021,7,6/20/2021,13:00:00,6/20/2021 13:00,france,Formula 1 Emirates Grand Prix de France 2021,KNOCKOUT,,paul-ricard,RACE,CLOCKWISE,5.842,15,53,309.69,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1043,2021,8,6/27/2021,13:00:00,6/27/2021 13:00,styria,Formula 1 BWT Grosser Preis der Steiermark 2021,KNOCKOUT,,spielberg,RACE,CLOCKWISE,4.318,10,71,306.452,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1044,2021,9,7/4/2021,13:00:00,7/4/2021 13:00,austria,Formula 1 BWT Grosser Preis von Österreich 2021,KNOCKOUT,,spielberg,RACE,CLOCKWISE,4.318,10,71,306.452,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1045,2021,10,7/18/2021,14:00:00,7/18/2021 14:00,great-britain,Formula 1 Pirelli British Grand Prix 2021,SPRINT_RACE,,silverstone,RACE,CLOCKWISE,5.891,18,52,306.198,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
1046,2021,11,8/1/2021,13:00:00,8/1/2021 13:00,hungary,Formula 1 Rolex Magyar Nagydíj 2021,KNOCKOUT,,hungaroring,RACE,CLOCKWISE,4.381,14,70,306.63,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
